t,path_0,path_1,path_2,path_3,path_4
0.894,0.612121,0.900936,0.981161,1.20518,-0.297883
0.896,0.679478,0.93813,0.972042,1.1836,-0.340279
0.898,0.628009,0.902759,0.983371,1.23371,-0.350692
0.9,0.652308,0.925419,0.921007,1.28422,-0.256513
0.902,0.65241,0.90814,0.992846,1.29476,-0.323687
0.904,0.654622,0.963242,0.914509,1.3397,-0.29811
0.906,0.704891,0.997996,0.951252,1.33757,-0.295954
0.908,0.650489,1.01254,0.952008,1.35659,-0.224108
0.91,0.65003,0.962509,0.942671,1.34677,-0.203766
0.912,0.677941,0.928499,0.903952,1.42002,-0.147334
0.914,0.693612,0.963185,0.827982,1.3052,-0.12816
0.916,0.69051,1.00722,0.764847,1.35732,-0.202638
0.918,0.655944,1.03134,0.720886,1.37147,-0.276767
0.92,0.737451,0.96061,0.664321,1.35406,-0.261
0.922,0.735484,0.851049,0.677294,1.33973,-0.274851
0.924,0.728976,0.758994,0.675076,1.3772,-0.256239
0.926,0.696733,0.706913,0.741148,1.35776,-0.27227
0.928,0.806627,0.713495,0.692966,1.36526,-0.271717
0.93,0.804978,0.754902,0.686176,1.44851,-0.230638
0.932,0.842468,0.817223,0.682507,1.44465,-0.175236
0.934,0.862468,0.761987,0.70875,1.46794,-0.108376
0.936,0.860671,0.755487,0.667926,1.45531,-0.154237
0.938,0.906656,0.753721,0.671411,1.42973,-0.26496
0.94,0.826391,0.823911,0.689404,1.38509,-0.293012
0.942,0.735996,0.861813,0.661111,1.42787,-0.307754
0.944,0.761743,0.871223,0.653603,1.40116,-0.306334
0.946,0.762933,0.804247,0.58581,1.41273,-0.296149
0.948,0.749592,0.784513,0.656077,1.39018,-0.290962
0.95,0.778958,0.726202,0.639917,1.34387,-0.297267
0.952,0.655805,0.733463,0.666352,1.36403,-0.253042
0.954,0.604268,0.75638,0.635967,1.37275,-0.25611
0.956,0.589081,0.803502,0.607948,1.3731,-0.303027
0.958,0.537999,0.851103,0.570377,1.32028,-0.383547
0.96,0.605017,0.862404,0.541136,1.24732,-0.395259
0.962,0.546066,0.867643,0.583595,1.25459,-0.494968
0.964,0.488805,0.845903,0.544989,1.33167,-0.519383
0.966,0.571318,0.85132,0.463141,1.35585,-0.476597
0.968,0.606411,0.856961,0.464651,1.31099,-0.468146
0.97,0.58024,0.909736,0.462862,1.36183,-0.469255
0.972,0.542857,0.891531,0.404176,1.38855,-0.435627
0.974,0.498549,0.904537,0.466109,1.351,-0.449982
0.976,0.401954,0.948392,0.51666,1.36306,-0.510889
0.978,0.351225,0.960282,0.628082,1.38478,-0.534971
0.98,0.302929,0.923442,0.620708,1.38507,-0.585342
0.982,0.29114,0.837893,0.622284,1.32046,-0.601742
0.984,0.254768,0.848726,0.632562,1.29165,-0.645861
0.986,0.220433,0.859568,0.703902,1.33405,-0.628007
0.988,0.28073,0.88707,0.664111,1.35097,-0.608244
0.99,0.229791,0.887429,0.621789,1.30794,-0.635726
0.992,0.246468,0.913834,0.63875,1.3081,-0.641486
0.994,0.202449,0.971793,0.570636,1.31437,-0.634349
0.996,0.166183,1.03099,0.625014,1.30353,-0.623934
0.998,0.150102,1.0079,0.649091,1.37593,-0.667555
1,0.269214,1.06631,0.686917,1.40272,-0.609488
