t,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_21,path_22,path_23,path_24,path_25,path_26,path_27,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,path_36,path_37,path_38,path_39,path_40,path_41,path_42,path_43,path_44,path_45,path_46,path_47,path_48,path_49,path_50,path_51,path_52,path_53,path_54,path_55,path_56,path_57,path_58,path_59,path_60,path_61,path_62,path_63,path_64,path_65,path_66,path_67,path_68,path_69,path_70,path_71,path_72,path_73,path_74,path_75,path_76,path_77,path_78,path_79,path_80,path_81,path_82,path_83,path_84,path_85,path_86,path_87,path_88,path_89,path_90,path_91,path_92,path_93,path_94,path_95,path_96,path_97,path_98,path_99
0.29,-0.298964,0.0894272,0.469304,-0.379102,-0.34432,0.35137,0.0787475,0.425147,0.0207025,0.368965,0.18591,0.921494,-0.902207,-0.0395185,-0.623284,-0.482005,0.101949,0.133977,0.193631,0.309304,-1.25892,-0.2493,-0.285854,0.0213325,0.506906,0.210379,0.092941,-0.479038,-0.680227,-0.825455,-0.063498,-0.215972,-0.981543,0.555615,-0.137315,0.0922111,-0.461333,0.0102529,0.241184,0.72643,-0.562626,0.962051,0.673321,0.108378,-0.76198,0.176826,0.41001,0.63886,1.20886,0.463394,-0.102775,-0.532081,0.122885,-0.593437,-0.918908,-0.289382,0.534434,-0.034356,-0.267957,-0.542306,-0.97764,0.535695,0.426388,-0.677836,-0.895111,-0.0159304,0.292,0.0476475,0.575177,-0.995405,-0.697233,-0.954545,0.558067,-0.745266,0.669688,-0.674568,-0.181292,0.33927,-0.636219,-0.181028,0.262394,0.37537,0.659386,1.11751,0.255793,0.306031,-0.504747,-0.515508,0.0712175,-0.240562,0.39477,-0.0884501,0.89421,0.903964,-0.22048,0.55875,-0.441111,0.255932,0.303007,-0.46592
0.292,-0.306737,0.136184,0.508021,-0.304632,-0.392925,0.334158,0.0408881,0.420045,0.0588513,0.316325,0.172205,0.934583,-0.882646,-0.0465808,-0.671375,-0.535508,0.0827426,0.113373,0.221974,0.335662,-1.23475,-0.250962,-0.243972,-0.00856639,0.531208,0.287622,0.077092,-0.427941,-0.644448,-0.796223,-0.0208312,-0.202731,-1.02912,0.630453,-0.202296,0.147327,-0.406136,-0.00841649,0.290671,0.750743,-0.576858,1.05255,0.702956,0.140216,-0.69211,0.204826,0.368791,0.61083,1.2012,0.451717,-0.0817912,-0.490893,0.149653,-0.549056,-0.961341,-0.34809,0.583619,-0.0743822,-0.27218,-0.537428,-1.00378,0.509927,0.409722,-0.625566,-0.95386,-0.0958655,0.253692,0.0216092,0.545629,-0.987639,-0.650004,-0.973793,0.596606,-0.800997,0.713995,-0.66824,-0.17078,0.338134,-0.624268,-0.120663,0.285344,0.425939,0.591034,1.07045,0.23647,0.28857,-0.479014,-0.556409,0.060116,-0.222924,0.453788,-0.059891,0.908836,0.909329,-0.239547,0.512152,-0.406027,0.267458,0.307821,-0.475354
0.294,-0.244397,0.150845,0.511689,-0.352918,-0.335746,0.265925,0.0868321,0.445949,0.0858345,0.284052,0.142047,1.03752,-0.913967,-0.132811,-0.626613,-0.527338,0.0521547,0.112495,0.249176,0.298491,-1.21687,-0.150328,-0.262108,0.00915888,0.529363,0.305411,0.0874604,-0.429197,-0.613077,-0.77271,-0.0644576,-0.215325,-1.05202,0.588041,-0.189482,0.194535,-0.523242,0.00505141,0.261457,0.747203,-0.514465,1.12332,0.723578,0.0742586,-0.681967,0.154245,0.362654,0.687228,1.17,0.441771,-0.121807,-0.511877,0.157322,-0.498803,-0.934633,-0.291438,0.568907,-0.0922878,-0.267585,-0.490539,-0.956626,0.611833,0.418612,-0.587276,-1.03166,-0.0205392,0.190455,-0.0382315,0.524233,-0.926719,-0.635082,-0.984425,0.59838,-0.853885,0.749505,-0.62472,-0.120601,0.277692,-0.627297,-0.0206638,0.31135,0.384912,0.610004,1.02682,0.216223,0.360849,-0.445513,-0.565569,0.028448,-0.213663,0.403452,-0.154979,0.93703,0.843685,-0.265647,0.508697,-0.359225,0.208354,0.359705,-0.41889
0.296,-0.313708,0.208069,0.524998,-0.310249,-0.348105,0.284818,0.0993183,0.416836,0.0914546,0.291971,0.174988,1.02002,-0.872604,-0.0924864,-0.66508,-0.494302,0.10856,0.169388,0.303153,0.207041,-1.24816,-0.220972,-0.233069,-0.0763006,0.557646,0.269535,0.169591,-0.392443,-0.591491,-0.728715,0.0303082,-0.209062,-1.03683,0.613855,-0.222675,0.153818,-0.579186,0.102405,0.23357,0.692013,-0.551648,1.21522,0.817288,0.0700133,-0.713346,0.0300506,0.435642,0.666591,1.18947,0.437901,-0.0779564,-0.43642,0.143613,-0.473471,-0.953974,-0.289927,0.522599,-0.134638,-0.248712,-0.476115,-0.9646,0.572499,0.408274,-0.571918,-1.08517,0.0425569,0.291861,-0.11456,0.545525,-0.983649,-0.718227,-1.05925,0.584834,-0.85212,0.721096,-0.60346,-0.0661769,0.29961,-0.593853,-0.0271626,0.356532,0.347531,0.525434,1.04439,0.214754,0.305093,-0.393096,-0.585131,0.123909,-0.166538,0.344559,-0.143426,0.964876,0.823695,-0.243764,0.567678,-0.410085,0.22829,0.305907,-0.390569
0.298,-0.276055,0.157106,0.584906,-0.265512,-0.287268,0.23412,0.0593719,0.391799,0.0555675,0.30127,0.0745972,1.0284,-0.882609,-0.0664355,-0.634275,-0.545065,0.0351638,0.184886,0.21485,0.183331,-1.24798,-0.148957,-0.192726,-0.0745721,0.526705,0.226743,0.121187,-0.425759,-0.561064,-0.730099,0.0215075,-0.171657,-1.04837,0.657037,-0.228698,0.101437,-0.565719,0.0609942,0.152553,0.666416,-0.559549,1.1735,0.818159,0.0730506,-0.729659,0.030538,0.390192,0.629114,1.25704,0.399473,-0.0895191,-0.333419,0.188059,-0.508094,-0.932121,-0.419118,0.535143,-0.168574,-0.206626,-0.424957,-0.936239,0.592643,0.479772,-0.544131,-1.08627,0.113135,0.344999,-0.142928,0.577973,-1.00562,-0.749811,-1.06547,0.524511,-0.777924,0.74841,-0.524632,-0.0368877,0.273864,-0.602421,-0.0291726,0.359618,0.384401,0.531411,1.00088,0.162607,0.287549,-0.397979,-0.590888,0.0823483,-0.159348,0.31591,-0.217409,0.931481,0.841629,-0.205242,0.532299,-0.448392,0.245723,0.307027,-0.445302
0.3,-0.294765,0.175098,0.615964,-0.285536,-0.254673,0.207805,0.0605758,0.340464,0.0481064,0.312582,0.0978219,0.974296,-0.876644,-0.117577,-0.697968,-0.603495,-0.0225742,0.166476,0.208536,0.2266,-1.23238,-0.153479,-0.205646,-0.0447318,0.479303,0.173516,0.111353,-0.462441,-0.551377,-0.727586,-0.0218033,-0.0488095,-1.04893,0.64563,-0.26519,0.133469,-0.617564,0.100944,0.199326,0.679647,-0.560666,1.2019,0.823561,0.0646061,-0.758103,0.0755847,0.305013,0.562266,1.29773,0.341562,-0.111627,-0.332402,0.126158,-0.516865,-1.00187,-0.432244,0.552422,-0.0869247,-0.229185,-0.419616,-0.905736,0.570956,0.485648,-0.520366,-1.12808,0.0901712,0.380553,-0.0598437,0.547705,-0.983889,-0.672242,-1.01742,0.457678,-0.704991,0.803337,-0.409155,-0.0500688,0.3045,-0.505597,0.0274808,0.343346,0.411643,0.501653,0.936459,0.111484,0.351925,-0.354561,-0.5814,0.0591387,-0.178769,0.222192,-0.193875,0.892389,0.793142,-0.179818,0.527372,-0.441207,0.342028,0.289789,-0.404084
0.302,-0.257641,0.117929,0.603303,-0.187898,-0.18081,0.276069,0.0712202,0.369192,0.0362618,0.303965,0.120504,0.94203,-0.878752,-0.125236,-0.707903,-0.599739,0.0816958,0.123735,0.200198,0.233398,-1.27372,-0.207277,-0.151545,-0.0325327,0.421266,0.119896,0.0726465,-0.421164,-0.548135,-0.802482,-0.0894958,-0.0731532,-1.05268,0.611238,-0.334086,0.0544367,-0.614682,0.215347,0.209607,0.637102,-0.601087,1.24498,0.820625,0.0106912,-0.693423,0.0529847,0.26233,0.566222,1.27676,0.321078,-0.198236,-0.312308,0.080233,-0.472126,-1.01738,-0.451209,0.489914,-0.0497233,-0.273641,-0.42224,-0.912594,0.572996,0.45172,-0.504677,-1.13514,0.0558469,0.419756,-0.074135,0.572005,-0.934197,-0.609729,-0.951019,0.430389,-0.753275,0.889881,-0.392693,-0.00224507,0.320881,-0.50821,0.0565527,0.322259,0.404026,0.484534,0.926419,0.0490006,0.341925,-0.358434,-0.521678,0.105905,-0.152728,0.31385,-0.186566,0.966311,0.689657,-0.137074,0.560073,-0.455624,0.389193,0.268551,-0.523866
0.304,-0.256296,0.115837,0.650471,-0.208492,-0.118725,0.255358,-0.019911,0.330252,0.0395564,0.26757,0.0630217,1.00601,-0.896663,-0.140782,-0.715605,-0.574845,0.134142,0.102736,0.321491,0.254921,-1.33041,-0.258487,-0.181373,0.00635699,0.398676,0.10075,-0.0257308,-0.365355,-0.53683,-0.829421,-0.0610097,-0.0857592,-1.04028,0.533031,-0.352287,0.0269423,-0.563621,0.21107,0.213433,0.585971,-0.673521,1.2613,0.852452,0.0961844,-0.730584,0.0769986,0.193813,0.594614,1.29121,0.357564,-0.0827471,-0.270988,0.134546,-0.475015,-1.03403,-0.478963,0.521873,-0.0550961,-0.276118,-0.461175,-0.884314,0.532401,0.528949,-0.496965,-1.12232,0.00267477,0.387155,-0.103575,0.589629,-0.865921,-0.677143,-0.879425,0.427854,-0.778638,0.909452,-0.371529,0.013803,0.294127,-0.563953,0.050316,0.379856,0.383294,0.471126,0.912652,0.0482816,0.311264,-0.432818,-0.481975,0.100739,-0.107258,0.327956,-0.144281,0.973673,0.732714,-0.113027,0.575692,-0.471584,0.400488,0.300721,-0.583931
0.306,-0.254663,0.0883015,0.704695,-0.201377,-0.0660542,0.239521,-0.0359053,0.250742,0.05703,0.306223,0.0764838,1.03607,-0.889109,-0.229996,-0.737282,-0.598258,0.149914,0.135619,0.256927,0.264668,-1.34825,-0.245396,-0.160922,0.0220755,0.407898,0.1219,0.0104219,-0.364483,-0.537638,-0.834636,-0.122794,-0.152944,-1.05163,0.582742,-0.424673,0.0265819,-0.632799,0.259208,0.240998,0.557532,-0.706347,1.26552,0.838882,0.105078,-0.682706,0.155335,0.154214,0.662516,1.2141,0.335256,-0.120922,-0.19077,0.0950102,-0.473062,-1.01019,-0.573774,0.556473,-0.0115796,-0.257782,-0.450392,-0.866051,0.517707,0.543966,-0.53053,-1.18792,-0.00129231,0.448936,-0.192118,0.594506,-0.863456,-0.643602,-0.909591,0.38737,-0.7425,0.885414,-0.392809,-0.0620317,0.299963,-0.500543,-0.0426357,0.355607,0.371639,0.500503,0.909816,0.0163394,0.367187,-0.386176,-0.512721,0.131632,-0.189209,0.278658,-0.0816622,1.03914,0.715203,-0.222198,0.607398,-0.419551,0.353248,0.300344,-0.572792
0.308,-0.374588,0.125461,0.739722,-0.13134,-0.074626,0.239948,-0.0922433,0.365494,0.0487381,0.263466,0.0951169,1.03984,-0.86656,-0.244211,-0.688666,-0.630684,0.106253,0.167614,0.232298,0.200623,-1.40594,-0.281695,-0.137953,0.0325887,0.427676,0.0599222,0.00680075,-0.293562,-0.515292,-0.901552,-0.138554,-0.178957,-1.00756,0.586459,-0.367154,0.0607115,-0.649145,0.241425,0.239329,0.551214,-0.723548,1.29842,0.849608,0.16024,-0.706083,0.219028,0.176729,0.644871,1.27048,0.352585,-0.0889796,-0.279326,0.10949,-0.549164,-1.00127,-0.569526,0.585073,-0.0118637,-0.189512,-0.424187,-0.871504,0.501622,0.526687,-0.619702,-1.2049,0.0508068,0.433715,-0.171186,0.472598,-0.814133,-0.694402,-0.957241,0.357714,-0.723037,0.859781,-0.336955,-0.0231901,0.319753,-0.529445,-0.0158941,0.392307,0.393082,0.527347,0.902952,0.00542972,0.450428,-0.410751,-0.4996,0.119171,-0.139534,0.236989,-0.0704602,1.03131,0.813101,-0.219818,0.66539,-0.468338,0.355613,0.309578,-0.597098
0.31,-0.353432,0.111857,0.756709,-0.206203,-0.103932,0.223644,0.0449871,0.397438,0.109735,0.269953,0.031822,0.992136,-0.865824,-0.274623,-0.723338,-0.617755,0.092941,0.218904,0.219426,0.159525,-1.46026,-0.209545,-0.124941,0.099323,0.366739,0.152574,-0.0668108,-0.240052,-0.526724,-0.935359,-0.164385,-0.116906,-1.00815,0.61519,-0.317346,0.0568303,-0.646707,0.292055,0.188767,0.470138,-0.74614,1.3744,0.923522,0.167669,-0.712325,0.182868,0.186053,0.654641,1.25947,0.370846,-0.0409913,-0.272728,0.0724062,-0.552915,-0.980407,-0.593086,0.601342,-0.0162227,-0.119069,-0.396299,-0.930111,0.512254,0.52501,-0.63418,-1.19324,0.169264,0.428764,-0.106844,0.485168,-0.804938,-0.683732,-0.981064,0.277699,-0.753518,0.877559,-0.364368,0.0369372,0.258928,-0.60815,0.0234805,0.343762,0.410704,0.569043,0.881339,0.023687,0.430409,-0.510124,-0.491503,0.0925808,-0.157327,0.236164,-0.110501,0.99946,0.815869,-0.232019,0.629665,-0.476319,0.3044,0.3268,-0.60524
0.312,-0.279836,0.1928,0.718071,-0.187213,-0.0995869,0.20255,-0.0138651,0.422785,0.0826926,0.274414,0.000764509,0.919769,-0.784014,-0.252901,-0.730009,-0.564642,0.0936091,0.172633,0.228036,0.158089,-1.41206,-0.262191,-0.0535844,0.0968085,0.38089,0.111458,-0.0656782,-0.198523,-0.472175,-0.922153,-0.133808,-0.115637,-1.02008,0.558299,-0.31637,0.0417907,-0.632222,0.280775,0.221467,0.4869,-0.805696,1.35165,0.97375,0.110426,-0.761006,0.166394,0.183194,0.700997,1.25449,0.335378,-0.0572228,-0.328763,0.13524,-0.546369,-1.04624,-0.532576,0.640559,0.046014,-0.0971664,-0.466889,-0.96876,0.594569,0.536615,-0.600025,-1.22097,0.148521,0.425692,-0.0823631,0.498519,-0.789676,-0.664701,-1.06852,0.412336,-0.735554,0.922045,-0.431531,-0.0239683,0.281806,-0.493491,0.0189419,0.362483,0.430807,0.546441,0.878186,0.0722404,0.427312,-0.459093,-0.476142,0.116228,-0.1956,0.206553,-0.0374845,0.992443,0.797447,-0.165533,0.628183,-0.501392,0.376557,0.290098,-0.560171
0.314,-0.28404,0.208339,0.63433,-0.197972,-0.0923924,0.220219,0.0463513,0.442507,0.0745706,0.224179,-0.0319214,1.00438,-0.74619,-0.274571,-0.752268,-0.544739,0.122043,0.168568,0.190073,0.18629,-1.39654,-0.23917,-0.00142777,0.10166,0.362731,0.147514,-0.140966,-0.220231,-0.489742,-1.02614,-0.0941052,-0.0501264,-1.02516,0.577155,-0.383367,0.0324525,-0.688752,0.288819,0.213104,0.493414,-0.758849,1.32805,0.9502,0.0961079,-0.769928,0.122714,0.230262,0.706152,1.33849,0.368834,-0.171911,-0.425561,0.175816,-0.571495,-1.11423,-0.520012,0.645173,0.0303558,-0.153143,-0.472939,-0.999024,0.612792,0.524314,-0.654947,-1.20729,0.0623191,0.421034,-0.0439445,0.580955,-0.797129,-0.595169,-1.08581,0.486188,-0.727973,0.900293,-0.402221,-0.0691858,0.221854,-0.436644,-0.0227095,0.383459,0.439095,0.529445,0.884645,-0.0431429,0.502416,-0.370118,-0.490751,0.0945984,-0.175868,0.269771,-0.0816176,0.986367,0.732291,-0.129858,0.651651,-0.525702,0.366968,0.325312,-0.596618
0.316,-0.263961,0.212548,0.652512,-0.263251,-0.0741074,0.253062,0.0491871,0.393593,0.0590234,0.225624,0.0205584,0.980795,-0.797785,-0.269817,-0.802731,-0.549801,0.121217,0.14993,0.176668,0.261945,-1.40987,-0.3082,-0.0119659,-0.00673265,0.385713,0.154845,-0.137317,-0.259159,-0.520382,-1.0377,-0.149852,-0.0261883,-1.09521,0.539352,-0.232059,0.124244,-0.67104,0.370112,0.204705,0.493913,-0.823249,1.36826,0.94816,0.179977,-0.70163,0.122893,0.206202,0.768796,1.28132,0.378799,-0.161997,-0.421571,0.134973,-0.523114,-1.01639,-0.562306,0.659438,0.0381771,-0.180203,-0.465906,-0.96022,0.613848,0.547218,-0.659942,-1.20177,0.117414,0.44604,-0.0445375,0.599824,-0.829304,-0.567065,-1.12719,0.507717,-0.785316,0.872044,-0.311382,-0.0948945,0.282726,-0.492633,-0.0304042,0.371593,0.435114,0.511236,0.929543,-0.0480759,0.547685,-0.356264,-0.511159,0.104657,-0.0834084,0.23257,-0.117348,0.994573,0.749624,-0.16691,0.666906,-0.531701,0.34583,0.327182,-0.677079
0.318,-0.335715,0.29019,0.721574,-0.201441,-0.123272,0.266076,0.0604654,0.35236,0.0486964,0.215905,0.111244,0.955305,-0.811252,-0.294513,-0.790268,-0.57232,0.160218,0.111548,0.226967,0.320046,-1.41335,-0.176244,-0.0139901,-0.0193191,0.415378,0.138267,-0.0585719,-0.231544,-0.436645,-1.13296,-0.0624604,0.0315098,-1.13576,0.533299,-0.261632,0.11986,-0.693427,0.475349,0.203469,0.431607,-0.907885,1.30467,1.02137,0.254659,-0.667798,0.124754,0.15656,0.830211,1.24791,0.371174,-0.146281,-0.498586,0.136685,-0.493789,-0.982096,-0.534811,0.716091,0.053771,-0.1199,-0.53309,-0.966977,0.688904,0.599958,-0.723265,-1.21919,0.0123519,0.499659,-0.143346,0.586266,-0.79759,-0.575307,-1.18293,0.514266,-0.765056,0.955952,-0.294514,-0.0487675,0.287146,-0.495189,-0.0934561,0.415046,0.459365,0.573736,0.95282,-0.0338369,0.597219,-0.353361,-0.525175,0.10622,-0.133417,0.2265,-0.0657972,0.976197,0.802217,-0.214038,0.690581,-0.492911,0.356089,0.328988,-0.646947
0.32,-0.376972,0.26412,0.768054,-0.224703,-0.115228,0.282815,0.0287543,0.311909,0.0907664,0.156811,0.12222,0.944291,-0.902166,-0.297211,-0.831214,-0.506787,0.140746,0.0398253,0.227227,0.25234,-1.41215,-0.154399,-0.0365802,0.0263582,0.352258,0.14528,-0.0369328,-0.23775,-0.375555,-1.1412,0.00635376,0.00360109,-1.15125,0.507655,-0.269915,0.13273,-0.710973,0.525742,0.209907,0.418993,-0.859219,1.30031,0.992943,0.221327,-0.759062,0.110308,0.101023,0.828268,1.21812,0.317533,-0.175658,-0.424768,0.0767201,-0.570723,-0.98924,-0.42415,0.672885,0.0674123,-0.177583,-0.542461,-0.985129,0.602537,0.583542,-0.69389,-1.20669,0.0213124,0.561736,-0.171346,0.665394,-0.789388,-0.515639,-1.16132,0.569726,-0.74762,1.03398,-0.274218,0.049127,0.297823,-0.460829,-0.125253,0.405998,0.46627,0.599895,0.945587,0.00913798,0.580991,-0.243027,-0.511548,0.0976511,-0.0739237,0.224949,-0.0741275,0.931255,0.787169,-0.205765,0.696116,-0.492091,0.356896,0.306188,-0.638616
0.322,-0.330391,0.359206,0.665959,-0.253687,-0.0761309,0.222367,0.0124046,0.331283,0.124542,0.15818,0.110139,0.898951,-0.877944,-0.264231,-0.764616,-0.444754,0.132693,0.0415853,0.244201,0.239942,-1.4686,-0.153406,-0.0616405,-0.0121117,0.348368,0.0981566,0.0236922,-0.20485,-0.402895,-1.07374,0.0032897,0.0150971,-1.1351,0.54654,-0.271909,0.113503,-0.716943,0.535998,0.26858,0.410777,-0.911965,1.35617,0.927855,0.167817,-0.806877,0.118878,0.0950907,0.90071,1.2306,0.334249,-0.136606,-0.388566,0.103257,-0.615229,-0.960998,-0.432079,0.729926,0.0170864,-0.0487601,-0.633514,-0.925772,0.622462,0.610129,-0.735945,-1.27206,0.0120286,0.580717,-0.211935,0.66888,-0.827798,-0.571585,-1.14569,0.584294,-0.671339,1.07041,-0.254441,0.0446865,0.273677,-0.402159,-0.0820435,0.474117,0.481371,0.650847,0.890914,0.000887896,0.542643,-0.295805,-0.394607,0.134989,-0.0632907,0.249572,-0.0225152,0.978485,0.817158,-0.24302,0.696805,-0.497508,0.28225,0.345133,-0.608666
0.324,-0.379874,0.370173,0.696524,-0.275997,-0.122925,0.208376,-0.0889527,0.33811,0.192385,0.199429,0.109237,0.965472,-0.94638,-0.292659,-0.80279,-0.553634,0.112402,0.140265,0.291628,0.229003,-1.44629,-0.249111,-0.0388762,-0.0117051,0.337498,0.126942,-0.0150587,-0.196369,-0.442116,-0.999445,0.0673126,0.0553154,-1.2205,0.558221,-0.223575,0.113416,-0.735008,0.550593,0.285513,0.477412,-0.932938,1.32878,0.896795,0.224989,-0.866455,0.172325,0.0287081,0.884419,1.24504,0.324674,-0.160868,-0.408305,0.101572,-0.630126,-1.00141,-0.440044,0.62128,0.0992473,-0.0694917,-0.621687,-0.956136,0.641191,0.642856,-0.768806,-1.27721,0.0526471,0.620607,-0.197443,0.715022,-0.759451,-0.575194,-1.15524,0.601667,-0.744782,1.09663,-0.20913,0.089516,0.329007,-0.420034,-0.122516,0.419063,0.465113,0.649821,0.932351,0.0513852,0.56501,-0.231669,-0.412389,0.129146,-0.059673,0.235453,-0.0400403,0.938435,0.940864,-0.254522,0.711663,-0.555211,0.297045,0.39458,-0.617419
0.326,-0.330846,0.375717,0.731478,-0.341032,-0.115768,0.226303,-0.122378,0.367298,0.194701,0.198507,0.11237,0.944149,-0.901209,-0.253454,-0.797989,-0.641317,0.1926,0.219584,0.327548,0.153584,-1.45941,-0.242967,-0.0337164,0.050574,0.327573,0.0876893,-0.0925205,-0.153762,-0.43343,-0.942917,0.0268147,0.0294157,-1.1662,0.595156,-0.240897,0.0494006,-0.674364,0.583142,0.345384,0.444091,-0.895776,1.34513,0.865982,0.229579,-0.874336,0.209949,0.0202858,0.895131,1.28961,0.287516,-0.106566,-0.421044,0.0402251,-0.586828,-0.974053,-0.438051,0.639941,0.0369821,-0.133227,-0.607473,-0.940585,0.669891,0.606983,-0.827422,-1.22434,-0.0442555,0.576623,-0.237173,0.785042,-0.758281,-0.591668,-1.12269,0.65471,-0.662549,1.05018,-0.183192,0.106622,0.309655,-0.448297,-0.18275,0.351123,0.411407,0.670396,0.921763,-0.00851767,0.645015,-0.212529,-0.4142,0.181598,0.00972374,0.255159,-0.024986,0.974447,0.918483,-0.261419,0.730026,-0.5847,0.274271,0.408605,-0.654941
0.328,-0.356564,0.359545,0.739265,-0.327937,-0.0292258,0.267728,-0.120396,0.309443,0.202304,0.26701,0.0649674,0.993617,-0.98,-0.2218,-0.821283,-0.667345,0.236934,0.26105,0.390839,0.106212,-1.45309,-0.25946,-0.000448014,0.0610728,0.37444,0.0996724,-0.0690475,-0.164882,-0.454092,-1.00242,0.0763196,0.0736254,-1.08366,0.558364,-0.249666,-0.0316611,-0.659205,0.606517,0.325275,0.434371,-0.943606,1.34429,0.860676,0.204908,-0.935777,0.19199,0.0633808,0.852322,1.3167,0.216515,-0.148734,-0.389874,0.0178322,-0.567875,-1.00595,-0.425116,0.618672,0.0278094,-0.111223,-0.62838,-0.929507,0.607815,0.588579,-0.756201,-1.27861,-0.0984791,0.578035,-0.194143,0.814443,-0.755175,-0.616515,-1.0859,0.699334,-0.653504,1.07941,-0.138399,0.135483,0.326734,-0.466274,-0.132324,0.40014,0.370107,0.748946,0.918956,-0.0174983,0.650064,-0.16656,-0.415425,0.105685,-0.0189667,0.29395,-0.0251183,0.960243,0.960159,-0.29321,0.738517,-0.606171,0.30955,0.485481,-0.686704
0.33,-0.337225,0.38983,0.793567,-0.43679,-0.0608473,0.296773,-0.103969,0.280207,0.187457,0.220276,0.0112883,0.976805,-0.929749,-0.301297,-0.846464,-0.707185,0.259073,0.222779,0.380702,0.154011,-1.45344,-0.261317,-0.0323662,0.0509301,0.339028,0.00301217,-0.042331,-0.158281,-0.43961,-1.02417,0.072964,0.102193,-1.0763,0.572699,-0.197632,-0.00722504,-0.629193,0.61666,0.369704,0.422667,-0.894673,1.31884,0.882808,0.212291,-1.00578,0.166967,0.0374632,0.92553,1.30326,0.179847,-0.142342,-0.403347,0.0236162,-0.556167,-0.973086,-0.442379,0.612073,0.00872029,-0.133414,-0.622139,-0.891663,0.619916,0.610522,-0.797835,-1.23169,-0.155399,0.522507,-0.212079,0.86517,-0.740421,-0.560345,-1.08193,0.681542,-0.636534,1.11251,-0.0918497,0.137382,0.29409,-0.451805,-0.0928555,0.407376,0.342916,0.744416,0.91236,-0.0280344,0.696961,-0.120901,-0.447735,0.190603,-0.024878,0.342307,-0.0146079,0.902987,0.935671,-0.300231,0.706935,-0.626524,0.281784,0.417905,-0.692592
0.332,-0.393974,0.430299,0.803364,-0.448307,-0.0153109,0.303306,-0.104097,0.253249,0.104712,0.247305,0.0843337,0.970667,-0.854277,-0.370567,-0.879738,-0.73106,0.209689,0.335423,0.391491,0.15789,-1.54159,-0.302113,0.0390073,0.108147,0.304094,0.0290676,-0.178744,-0.232466,-0.436924,-1.0996,0.0507978,0.0809264,-1.03054,0.604714,-0.244107,-0.000512445,-0.613242,0.665976,0.366354,0.508344,-0.902157,1.34339,0.853171,0.28631,-0.931431,0.209468,0.0279767,0.970988,1.26476,0.209829,-0.123495,-0.476203,0.0657403,-0.532804,-0.987036,-0.468862,0.542872,-0.0211604,-0.23731,-0.66574,-0.857373,0.542658,0.570003,-0.753163,-1.25271,-0.161788,0.634116,-0.212852,0.810211,-0.750664,-0.649428,-1.13243,0.693424,-0.68821,1.15358,-0.175775,0.149992,0.283844,-0.47136,-0.090204,0.35808,0.383007,0.793508,0.890769,0.03503,0.638623,-0.145151,-0.47399,0.242872,0.018894,0.32292,0.0343101,0.84308,0.967277,-0.285801,0.655967,-0.596233,0.298971,0.434726,-0.625217
0.334,-0.402859,0.506718,0.816947,-0.537356,0.0143643,0.356985,-0.132761,0.329689,0.127774,0.234716,0.076843,0.973822,-0.834182,-0.346609,-0.867253,-0.753043,0.160617,0.316976,0.392554,0.191792,-1.52121,-0.209417,0.0941723,0.0850646,0.305009,0.0860747,-0.215715,-0.252329,-0.404328,-1.17407,0.0973274,0.113717,-1.03444,0.57394,-0.283117,0.030094,-0.603,0.665728,0.377779,0.424836,-0.926225,1.35134,0.911675,0.302788,-0.869733,0.245974,-0.00519544,0.933471,1.1593,0.19134,-0.0820842,-0.502279,0.074747,-0.497324,-0.936108,-0.404208,0.570433,-0.0662816,-0.262825,-0.624371,-0.815502,0.561919,0.506194,-0.770426,-1.22912,-0.0855522,0.579415,-0.131076,0.788539,-0.684744,-0.735,-1.05996,0.699499,-0.642541,1.19681,-0.15969,0.193398,0.293573,-0.477019,-0.0515065,0.389967,0.502248,0.832372,0.891081,0.0207221,0.62966,-0.121645,-0.50516,0.30998,0.0218785,0.269162,0.110091,0.920133,1.02666,-0.210066,0.657009,-0.669958,0.28854,0.417074,-0.556586
0.336,-0.344284,0.488364,0.764096,-0.582682,-0.0234136,0.361674,-0.0753836,0.429123,0.0667733,0.271435,0.0833049,0.924026,-0.871445,-0.303942,-0.873191,-0.703774,0.172836,0.390653,0.363578,0.114199,-1.52968,-0.277004,0.0772842,0.0604629,0.287286,0.0520423,-0.14901,-0.246414,-0.431676,-1.21603,0.225771,0.181174,-0.99823,0.636503,-0.272049,0.124966,-0.598386,0.676518,0.352776,0.434115,-0.842642,1.39165,0.859087,0.276099,-0.844029,0.322754,-0.0397472,0.965246,1.12386,0.133926,-0.103751,-0.478084,0.0747179,-0.458041,-0.938189,-0.392961,0.591619,-0.0350116,-0.176867,-0.601827,-0.861059,0.541285,0.613828,-0.860366,-1.21788,-0.0979123,0.576851,-0.11379,0.797444,-0.640467,-0.743601,-0.963258,0.684467,-0.65831,1.20962,-0.170967,0.220987,0.324021,-0.523837,0.0154555,0.409411,0.51987,0.887888,0.988568,0.05528,0.633375,-0.146513,-0.580976,0.273437,0.0417739,0.206957,0.162553,0.95236,1.07611,-0.1822,0.679968,-0.70229,0.324883,0.439845,-0.487752
