t,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19
0.234,0.557974,0.623706,1.25758,0.181751,-0.0928352,0.304702,0.806125,0.260094,-0.612319,-0.514713,-0.489735,0.120008,-0.741289,1.79639,-0.583006,-0.832924,-0.212828,0.0814194,-0.536559,0.238493
0.236,0.545119,0.642732,1.22063,0.0828516,-0.0946946,0.311209,0.804793,0.217038,-0.726945,-0.424763,-0.535451,0.273518,-0.820165,1.76184,-0.572488,-0.9137,-0.243417,0.0770567,-0.507192,0.274706
0.238,0.50089,0.690623,1.19222,0.0625677,-0.0398734,0.344427,0.824362,0.253524,-0.767796,-0.511558,-0.493475,0.31388,-0.844648,1.70352,-0.630564,-0.988518,-0.179756,0.0359499,-0.498913,0.251881
0.24,0.554692,0.707896,1.20759,0.0520639,-0.0511844,0.314025,0.798995,0.207578,-0.783564,-0.614812,-0.554706,0.261359,-0.793516,1.69948,-0.616023,-1.02898,-0.174364,0.0629957,-0.490958,0.355675
0.242,0.563371,0.668814,1.1952,0.0452423,-0.0640674,0.322176,0.807464,0.223751,-0.748147,-0.546896,-0.587483,0.308114,-0.853109,1.75035,-0.621847,-1.05573,-0.208474,0.110394,-0.453255,0.327349
0.244,0.541315,0.621031,1.1963,0.0269171,-0.101219,0.252906,0.881679,0.266596,-0.748082,-0.519621,-0.592117,0.325371,-0.814194,1.77001,-0.702176,-1.04948,-0.191674,0.149676,-0.423389,0.371335
0.246,0.50138,0.570023,1.22778,0.0505924,-0.194318,0.18261,0.894772,0.281388,-0.727846,-0.60651,-0.624532,0.417541,-0.838245,1.77617,-0.719134,-1.10819,-0.220539,0.184653,-0.448998,0.389614
0.248,0.534735,0.50479,1.22574,0.0619804,-0.206139,0.20556,0.838511,0.298526,-0.744673,-0.605306,-0.57089,0.451504,-0.830667,1.74818,-0.730245,-1.01795,-0.210206,0.128037,-0.372748,0.404779
0.25,0.437935,0.568003,1.191,0.10918,-0.282456,0.186645,0.810448,0.34354,-0.693325,-0.575757,-0.551055,0.434238,-0.749518,1.77385,-0.756955,-1.07791,-0.254627,0.0549621,-0.365603,0.473049
0.252,0.487544,0.553669,1.17358,0.0642435,-0.264706,0.1281,0.864936,0.379309,-0.592369,-0.565889,-0.610423,0.47123,-0.7768,1.82755,-0.714109,-1.08579,-0.227322,0.0169944,-0.312008,0.503298
0.254,0.52296,0.569841,1.19007,0.0905341,-0.253665,0.0449241,0.880017,0.382248,-0.582375,-0.58935,-0.542618,0.49997,-0.78293,1.78569,-0.713246,-1.03147,-0.270143,0.0195154,-0.260611,0.509998
0.256,0.546769,0.461858,1.20584,0.0838946,-0.295568,0.0592584,0.920517,0.353357,-0.417768,-0.590632,-0.498638,0.541409,-0.680568,1.86028,-0.707227,-1.02232,-0.318392,0.0471633,-0.285573,0.60205
0.258,0.527248,0.484473,1.1877,0.0859262,-0.311394,-0.00870413,0.916263,0.347555,-0.443229,-0.637181,-0.527928,0.547193,-0.724056,1.82138,-0.690634,-0.985325,-0.322659,0.0488154,-0.328032,0.569226
0.26,0.524053,0.465362,1.18566,0.0435213,-0.278071,-0.0272937,0.910893,0.334657,-0.384017,-0.674038,-0.526703,0.579523,-0.772608,1.9208,-0.777491,-0.917021,-0.405529,0.0704923,-0.340987,0.571928
0.262,0.463145,0.401925,1.23058,0.0726541,-0.359519,-0.0136684,0.959365,0.39343,-0.320905,-0.615911,-0.443959,0.556138,-0.776644,1.89493,-0.787805,-0.923042,-0.353285,0.0482007,-0.243218,0.461749
0.264,0.521979,0.439537,1.17433,0.074738,-0.32543,-0.00587061,1.01182,0.422925,-0.362721,-0.625722,-0.530467,0.621967,-0.734789,1.88313,-0.834665,-0.859969,-0.316076,0.0503031,-0.242605,0.437024
0.266,0.488984,0.428014,1.16047,0.0987716,-0.317996,-0.106283,1.08526,0.391285,-0.344565,-0.621862,-0.55726,0.583281,-0.756363,1.88587,-0.777099,-0.831089,-0.248477,0.0311036,-0.227018,0.42586
0.268,0.478917,0.394791,1.14659,0.137638,-0.33616,-0.0754959,1.12057,0.344703,-0.329975,-0.591755,-0.546222,0.6154,-0.746723,1.87806,-0.748795,-0.822843,-0.196697,0.0816777,-0.175818,0.420321
0.27,0.47179,0.325089,1.23003,0.152016,-0.332399,-0.111596,1.09397,0.253018,-0.458175,-0.546879,-0.647698,0.579315,-0.769087,1.86366,-0.820206,-0.875097,-0.183726,0.0578108,-0.227505,0.399775
0.272,0.488148,0.279121,1.27773,0.119129,-0.32129,-0.0882212,1.11805,0.220733,-0.461873,-0.517626,-0.509839,0.564539,-0.842594,1.90243,-0.779292,-0.948767,-0.219996,0.109197,-0.206928,0.410859
0.274,0.506367,0.288288,1.27348,0.13322,-0.397343,-0.119153,1.13464,0.2074,-0.500447,-0.52116,-0.518771,0.581736,-0.804172,1.89865,-0.72169,-0.972511,-0.185853,0.0801892,-0.178258,0.423376
0.276,0.457072,0.365227,1.19593,0.113306,-0.406062,-0.111391,1.16922,0.216595,-0.490211,-0.567847,-0.467893,0.568309,-0.804082,1.94745,-0.676981,-0.922966,-0.199269,0.0373725,-0.134371,0.325481
0.278,0.427285,0.328355,1.20317,0.100717,-0.470565,0.0465381,1.11362,0.231693,-0.521929,-0.597143,-0.40212,0.548136,-0.887734,1.89988,-0.651808,-1.00162,-0.18186,-0.00355882,-0.117233,0.266458
0.28,0.402827,0.344494,1.16758,0.155898,-0.557334,0.0921787,1.08147,0.196552,-0.555215,-0.597553,-0.472365,0.561933,-0.944859,1.85376,-0.701514,-1.01363,-0.136986,0.0110716,-0.0322816,0.214422
0.282,0.487594,0.382044,1.20105,0.131059,-0.572991,0.0729806,1.06237,0.242162,-0.562355,-0.578608,-0.501824,0.514133,-1.0157,1.96772,-0.667892,-1.0097,-0.0784786,0.0195077,-0.092035,0.226932
0.284,0.468565,0.39892,1.1714,0.219666,-0.501826,0.0256204,1.09319,0.221457,-0.537827,-0.55204,-0.522408,0.542519,-0.952331,1.99188,-0.639401,-1.0685,-0.0383259,0.0226182,-0.0260417,0.227063
0.286,0.559536,0.350553,1.22862,0.216067,-0.520065,-0.0140989,1.1229,0.246451,-0.60289,-0.503328,-0.610334,0.522997,-1.0121,1.9465,-0.615054,-1.04942,-0.0349419,-0.0536565,-0.0614932,0.191801
0.288,0.62621,0.333444,1.24455,0.218139,-0.545012,-0.0465822,1.04153,0.260448,-0.539291,-0.508949,-0.663022,0.618748,-0.996985,1.96526,-0.675223,-0.991036,-0.0263903,-0.00972624,-0.141937,0.225988
0.29,0.543249,0.346781,1.23349,0.228523,-0.554676,-0.0736676,1.00268,0.185391,-0.51555,-0.429191,-0.631997,0.591713,-1.00808,1.95761,-0.749799,-0.951781,-0.0845988,-0.00710316,-0.17318,0.310346
0.292,0.47444,0.284824,1.27982,0.167082,-0.538755,-0.0846642,1.0188,0.170815,-0.499346,-0.395281,-0.654049,0.604333,-0.982923,1.89347,-0.682867,-0.926242,-0.098066,-0.0131274,-0.205321,0.413638
0.294,0.51123,0.316065,1.19014,0.150228,-0.533607,-0.0924564,1.06051,0.136699,-0.494125,-0.401925,-0.66609,0.629927,-0.893657,1.83708,-0.719401,-0.96095,-0.0476167,0.0148483,-0.192313,0.388022
0.296,0.520043,0.348015,1.18089,0.261974,-0.568513,-0.151898,1.05883,0.151908,-0.456993,-0.455346,-0.621391,0.633712,-0.913313,1.89354,-0.727956,-0.98123,0.0567854,-0.0474608,-0.186306,0.41564
0.298,0.43881,0.348262,1.12461,0.283557,-0.732032,-0.196387,1.14127,0.172084,-0.424362,-0.551376,-0.644113,0.617301,-0.866486,1.87764,-0.730146,-1.03016,0.064667,-0.0266242,-0.175227,0.346466
0.3,0.445577,0.368728,1.08007,0.329097,-0.686173,-0.21967,1.14052,0.128773,-0.37262,-0.460513,-0.670397,0.602683,-0.797597,1.92242,-0.679356,-1.08685,0.0947923,0.0348517,-0.148496,0.377076
0.302,0.395404,0.394177,1.12677,0.359635,-0.667069,-0.210922,1.20248,0.181216,-0.424121,-0.362994,-0.666098,0.635783,-0.776188,1.8842,-0.705849,-1.12293,0.0292866,-0.00551202,-0.1646,0.371469
0.304,0.422274,0.410069,1.20322,0.358256,-0.638707,-0.195839,1.25646,0.202164,-0.476567,-0.328283,-0.671785,0.649384,-0.760556,1.88022,-0.627139,-1.164,0.0440526,-0.0169541,-0.216172,0.41444
0.306,0.427804,0.330391,1.10161,0.369199,-0.597783,-0.18767,1.16537,0.259625,-0.483523,-0.379781,-0.696296,0.636363,-0.729364,1.88553,-0.614675,-1.25926,0.0614992,-0.0367551,-0.186765,0.399628
0.308,0.451588,0.365394,1.06888,0.353005,-0.610963,-0.237884,1.18638,0.255014,-0.465536,-0.393608,-0.680062,0.650558,-0.722669,1.87433,-0.657015,-1.2724,0.0663462,-0.0707172,-0.148505,0.436951
0.31,0.422454,0.37821,1.14631,0.376917,-0.638072,-0.175296,1.21631,0.276494,-0.564034,-0.398139,-0.673238,0.615685,-0.641482,1.91466,-0.683583,-1.27021,0.0614633,-0.0597415,-0.184403,0.402763
0.312,0.43505,0.416745,1.11614,0.433771,-0.639482,-0.178461,1.19119,0.280476,-0.566404,-0.393931,-0.664681,0.68143,-0.668278,1.90022,-0.650069,-1.25314,0.0824404,-0.0690108,-0.232844,0.369786
0.314,0.419384,0.355972,1.18153,0.344823,-0.628042,-0.139297,1.17192,0.253085,-0.64295,-0.391263,-0.676818,0.713186,-0.611488,1.89188,-0.66695,-1.3017,0.0335281,-0.0651835,-0.246449,0.454543
0.316,0.426659,0.381051,1.20089,0.400751,-0.670376,-0.136593,1.18689,0.206571,-0.715131,-0.423861,-0.763506,0.684757,-0.602326,1.92704,-0.694518,-1.23862,0.0765319,-0.139185,-0.250212,0.435342
0.318,0.398804,0.384081,1.17466,0.436549,-0.709668,-0.100466,1.22769,0.249032,-0.74168,-0.388816,-0.771486,0.656631,-0.606859,1.95157,-0.738557,-1.1788,0.0174949,-0.13188,-0.291544,0.414961
0.32,0.316238,0.361406,1.13556,0.40222,-0.711361,-0.134303,1.2614,0.248596,-0.734633,-0.422384,-0.728389,0.576557,-0.571602,1.90972,-0.77047,-1.14039,-0.0115123,-0.160691,-0.286096,0.383318
0.322,0.329522,0.354549,1.11094,0.46623,-0.753013,-0.177478,1.25594,0.327917,-0.764347,-0.531855,-0.721691,0.607072,-0.551606,1.89569,-0.721324,-1.18886,0.00338999,-0.0468659,-0.303065,0.436532
0.324,0.356838,0.302823,1.13894,0.416906,-0.733938,-0.181057,1.26267,0.350762,-0.710606,-0.509568,-0.684323,0.594559,-0.577221,1.9068,-0.749007,-1.14952,0.00157529,0.0393515,-0.331325,0.479437
0.326,0.232084,0.340991,1.11675,0.315664,-0.733752,-0.118813,1.19232,0.332788,-0.763037,-0.469445,-0.689729,0.651337,-0.659959,1.94955,-0.717972,-1.15226,0.00847243,-0.0061202,-0.346342,0.438484
0.328,0.264001,0.322406,1.09981,0.295191,-0.706955,-0.117067,1.17857,0.303529,-0.706086,-0.51736,-0.710951,0.623542,-0.692583,1.91148,-0.796137,-1.10754,-0.00517861,0.0277568,-0.366552,0.431318
0.33,0.28875,0.356067,1.11527,0.173239,-0.680983,-0.0999731,1.20406,0.29918,-0.70581,-0.481674,-0.680796,0.688758,-0.727837,1.90535,-0.797538,-1.06581,-0.061496,0.0164882,-0.381915,0.407314
0.332,0.283935,0.302656,1.18095,0.264412,-0.576308,-0.10164,1.18641,0.281269,-0.646455,-0.438175,-0.684141,0.732379,-0.75214,1.92429,-0.831179,-1.02751,-0.0384314,0.000848783,-0.425081,0.483134
0.334,0.315872,0.290986,1.19548,0.268293,-0.529497,-0.0962366,1.13886,0.312203,-0.563699,-0.559368,-0.634297,0.742989,-0.761989,1.92087,-0.851464,-0.987884,-0.0764409,-0.0838784,-0.436666,0.455773
0.336,0.259194,0.307115,1.25436,0.250496,-0.613471,-0.0529652,1.22639,0.368409,-0.574933,-0.619757,-0.622653,0.727715,-0.736158,1.94641,-0.823691,-0.916747,-0.0405122,-0.0906995,-0.444161,0.411045
0.338,0.229709,0.295679,1.17929,0.231117,-0.648611,-0.0906905,1.24385,0.405047,-0.615878,-0.688815,-0.683102,0.750106,-0.716049,1.91656,-0.786437,-0.826244,-0.0160022,-0.0971326,-0.467916,0.405163
0.34,0.329736,0.288627,1.07892,0.225609,-0.616213,-0.0418481,1.26261,0.364833,-0.636924,-0.665871,-0.69538,0.732199,-0.704702,1.9539,-0.741661,-0.831295,0.0740908,-0.104356,-0.428517,0.42065
0.342,0.33338,0.277969,1.05855,0.193069,-0.655174,-0.108136,1.34804,0.366503,-0.56138,-0.75,-0.707926,0.759579,-0.631863,1.94591,-0.727341,-0.810197,0.12557,-0.0589132,-0.370084,0.463951
0.344,0.347299,0.240576,1.03405,0.259061,-0.651109,-0.068267,1.33452,0.402904,-0.528301,-0.811476,-0.688422,0.811256,-0.702908,1.98262,-0.639999,-0.836133,0.15273,-0.0291791,-0.324623,0.494079
0.346,0.318858,0.252727,1.10303,0.220322,-0.621301,-0.021407,1.42063,0.398086,-0.510121,-0.848992,-0.703969,0.797011,-0.77413,2.00749,-0.647941,-0.837282,0.142325,0.00697312,-0.257782,0.465772
0.348,0.343794,0.26498,1.12326,0.176754,-0.637371,-0.098404,1.47305,0.450812,-0.587902,-0.86936,-0.731632,0.867119,-0.796627,1.90464,-0.68381,-0.742211,0.12493,-0.0124409,-0.286926,0.507342
0.35,0.334622,0.311179,1.17735,0.189826,-0.653323,-0.106748,1.60989,0.452871,-0.624277,-0.774272,-0.771132,0.911995,-0.76235,1.93927,-0.704531,-0.727101,0.199668,0.0313491,-0.275694,0.567589
0.352,0.381095,0.317164,1.19809,0.258061,-0.706468,-0.168448,1.59937,0.436682,-0.659088,-0.6922,-0.794014,0.979577,-0.791806,1.98112,-0.693854,-0.751066,0.169794,0.0389054,-0.290112,0.612951
0.354,0.373733,0.242408,1.14768,0.283216,-0.747871,-0.183864,1.57798,0.443932,-0.686425,-0.716534,-0.869917,0.975715,-0.825639,1.89453,-0.697366,-0.696437,0.206925,0.0105464,-0.241779,0.575202
0.356,0.407638,0.300964,1.21722,0.295051,-0.745818,-0.172066,1.61879,0.400305,-0.623603,-0.688526,-0.883979,0.937903,-0.805876,1.90422,-0.654844,-0.785673,0.286124,0.0331108,-0.23178,0.565596
0.358,0.40181,0.276847,1.20574,0.243929,-0.754804,-0.11849,1.61787,0.442667,-0.67435,-0.721952,-0.91904,0.86151,-0.712757,1.82753,-0.698219,-0.759087,0.334109,-0.0190506,-0.204675,0.556623
0.36,0.41904,0.276507,1.19382,0.229149,-0.757814,-0.183042,1.65123,0.392245,-0.714805,-0.726961,-0.922899,0.833764,-0.769843,1.85016,-0.746379,-0.698451,0.348554,0.0788305,-0.254166,0.545105
0.362,0.423643,0.298998,1.26538,0.160879,-0.775616,-0.118123,1.56968,0.40678,-0.672816,-0.788983,-0.846183,0.867728,-0.796119,1.91449,-0.6775,-0.68961,0.304754,0.129391,-0.280335,0.557389
0.364,0.463459,0.343364,1.26409,0.217153,-0.756817,-0.0535497,1.49904,0.539636,-0.708169,-0.761599,-0.832982,0.875691,-0.839909,1.97637,-0.679972,-0.686985,0.345923,0.107868,-0.294238,0.544141
0.366,0.467222,0.346741,1.27813,0.207476,-0.74839,-0.0770001,1.42188,0.511798,-0.7457,-0.772844,-0.77942,0.834477,-0.845461,1.97658,-0.69123,-0.699303,0.385931,0.129375,-0.314499,0.488827
0.368,0.476174,0.363374,1.27584,0.182738,-0.66907,-0.126276,1.45222,0.515664,-0.773578,-0.761489,-0.858596,0.807938,-0.80674,1.99111,-0.769793,-0.728352,0.338339,0.17091,-0.264742,0.467997
0.37,0.460218,0.304015,1.27986,0.159527,-0.652689,-0.126566,1.44184,0.501361,-0.905373,-0.691075,-0.890143,0.900426,-0.764699,1.98165,-0.787832,-0.628335,0.22958,0.15754,-0.265053,0.448667
0.372,0.462095,0.349399,1.29487,0.173876,-0.624119,-0.0993716,1.51569,0.453321,-0.824512,-0.695506,-0.853638,0.91794,-0.763577,1.95124,-0.703437,-0.624638,0.250974,0.193886,-0.252283,0.38323
0.374,0.416877,0.327991,1.29234,0.1944,-0.585193,-0.0729589,1.50501,0.449254,-0.831773,-0.676652,-0.853607,0.924383,-0.814553,1.92416,-0.736436,-0.610754,0.264279,0.176083,-0.242724,0.404149
0.376,0.390156,0.296269,1.36177,0.0591426,-0.597372,-0.0744401,1.39972,0.409386,-0.873316,-0.709687,-0.794474,0.893957,-0.850704,1.88612,-0.750507,-0.629512,0.278811,0.165041,-0.175393,0.341972
0.378,0.360588,0.258234,1.3454,0.0689373,-0.579483,-0.0222926,1.35504,0.359495,-0.816031,-0.677299,-0.836729,0.913473,-0.889417,1.8717,-0.793525,-0.609111,0.260519,0.134532,-0.228608,0.258112
0.38,0.356676,0.244405,1.33158,0.136136,-0.602731,-0.0680999,1.36398,0.301787,-0.82993,-0.72921,-0.828601,0.97341,-0.967606,1.79014,-0.787153,-0.575058,0.240406,0.0981018,-0.249703,0.285689
0.382,0.37377,0.247778,1.29925,0.20072,-0.551861,-0.120831,1.38955,0.273684,-0.713331,-0.702723,-0.862774,1.05591,-0.988049,1.77454,-0.800285,-0.46333,0.251495,0.0678411,-0.262587,0.283318
0.384,0.326489,0.191893,1.28935,0.23435,-0.537694,-0.0695727,1.37737,0.253821,-0.762594,-0.825377,-0.904024,1.17057,-0.964739,1.78773,-0.811492,-0.497536,0.313856,0.151478,-0.401036,0.292125
0.386,0.405589,0.220346,1.29872,0.206686,-0.553987,-0.0486782,1.36448,0.244062,-0.783069,-0.817609,-0.95429,1.19695,-0.921089,1.75345,-0.850759,-0.479133,0.357483,0.206228,-0.33897,0.372095
0.388,0.454239,0.296185,1.34294,0.310877,-0.568221,-0.0959771,1.37106,0.228184,-0.821253,-0.787052,-0.995188,1.14571,-0.924482,1.73525,-0.836033,-0.495296,0.33382,0.131752,-0.305649,0.345675
0.39,0.460145,0.288906,1.32835,0.345279,-0.507103,-0.0760719,1.35018,0.216559,-0.845433,-0.756538,-0.939527,1.2599,-0.856282,1.74202,-0.782123,-0.476465,0.358053,0.0686073,-0.299519,0.304355
0.392,0.487016,0.303678,1.36179,0.287122,-0.49709,-0.115712,1.35231,0.211021,-0.82112,-0.690781,-1.01615,1.26914,-0.763499,1.78069,-0.721254,-0.553249,0.414518,0.0748712,-0.292455,0.279399
0.394,0.521355,0.343803,1.3031,0.292467,-0.548418,-0.140396,1.36174,0.180287,-0.788121,-0.614675,-0.880273,1.30132,-0.789291,1.80638,-0.677481,-0.558524,0.350918,0.131605,-0.278089,0.320199
0.396,0.613781,0.27691,1.31484,0.28324,-0.424221,-0.153602,1.37535,0.244253,-0.816884,-0.605446,-0.906405,1.31068,-0.751103,1.73521,-0.687556,-0.618476,0.301181,0.133403,-0.21785,0.261129
0.398,0.634212,0.230705,1.24204,0.294398,-0.40842,-0.161469,1.45357,0.147458,-0.795988,-0.616866,-0.845411,1.28402,-0.781611,1.71996,-0.71036,-0.555698,0.374938,0.222878,-0.297403,0.256002
0.4,0.616368,0.185202,1.18777,0.281958,-0.401892,-0.124807,1.39898,0.175193,-0.730036,-0.632643,-0.830783,1.24815,-0.714289,1.71116,-0.681154,-0.579912,0.404123,0.21311,-0.335359,0.331894
0.402,0.603942,0.218149,1.22618,0.139765,-0.372404,-0.0540406,1.39838,0.192598,-0.717672,-0.669678,-0.822775,1.24705,-0.707677,1.63656,-0.709745,-0.599004,0.436853,0.182585,-0.291592,0.341051
0.404,0.661507,0.208282,1.29589,0.145533,-0.314694,-0.0731693,1.41074,0.176475,-0.822125,-0.667446,-0.819681,1.21434,-0.734587,1.68422,-0.704965,-0.607456,0.511354,0.193056,-0.316843,0.288259
0.406,0.598935,0.258485,1.31034,0.124339,-0.284638,-0.122603,1.39304,0.197111,-0.829977,-0.692487,-0.84811,1.15673,-0.766375,1.70521,-0.658529,-0.570249,0.525224,0.141041,-0.222337,0.213848
0.408,0.537124,0.236324,1.3335,0.200594,-0.235529,-0.147951,1.34225,0.132491,-0.845863,-0.688366,-0.824338,1.1959,-0.770238,1.66728,-0.717436,-0.497717,0.505924,0.0974162,-0.240238,0.1565
0.41,0.524846,0.22043,1.28744,0.23124,-0.167246,-0.154405,1.32588,0.22794,-0.921266,-0.630767,-0.828757,1.20802,-0.765781,1.7087,-0.712832,-0.546183,0.578074,0.110719,-0.2949,0.163752
0.412,0.613384,0.245617,1.33509,0.118448,-0.103271,-0.223073,1.28782,0.202897,-0.898838,-0.631472,-0.807276,1.17613,-0.738088,1.72702,-0.687055,-0.568844,0.55246,0.0929947,-0.246683,0.189963
0.414,0.596108,0.286887,1.33969,0.0472255,-0.145868,-0.210004,1.28903,0.148722,-0.921764,-0.656191,-0.810612,1.14912,-0.728601,1.70798,-0.695368,-0.611111,0.603452,0.159541,-0.255376,0.21117
0.416,0.612565,0.228171,1.28799,-0.0308958,-0.119703,-0.127517,1.22497,0.0705831,-0.917926,-0.668958,-0.85827,1.10517,-0.727475,1.68413,-0.702349,-0.505636,0.545852,0.0621596,-0.285506,0.287671
0.418,0.620606,0.276326,1.17581,-0.00311964,-0.163829,-0.155642,1.27784,0.110306,-0.898072,-0.69287,-0.921763,1.09673,-0.727889,1.75351,-0.709481,-0.426026,0.479184,0.068834,-0.195695,0.310307
0.42,0.65865,0.187344,1.16648,0.0182385,-0.218105,-0.161418,1.29874,0.0542527,-0.983428,-0.623435,-0.879309,1.16405,-0.800075,1.77616,-0.729729,-0.43405,0.609875,0.00551239,-0.174712,0.366391
0.422,0.607661,0.127239,1.17404,-0.00480154,-0.222804,-0.166378,1.31914,0.0199804,-1.00661,-0.652809,-0.876368,1.16766,-0.882681,1.79171,-0.69482,-0.458698,0.612956,0.00115011,-0.185624,0.296689
0.424,0.591605,0.0801629,1.21328,0.0213032,-0.208646,-0.115721,1.3271,0.0258205,-1.05123,-0.60839,-0.896083,1.21215,-0.844041,1.75816,-0.658452,-0.422568,0.592119,0.0818641,-0.151917,0.284727
0.426,0.678523,0.0484217,1.2706,0.0069782,-0.144898,-0.177821,1.36409,0.0854025,-1.05663,-0.576168,-0.918398,1.18439,-0.762458,1.74269,-0.569933,-0.336761,0.635163,0.10626,-0.172204,0.228897
0.428,0.663748,0.0790268,1.29114,0.019351,-0.128734,-0.21737,1.30314,0.158108,-1.04177,-0.62495,-0.847001,1.10011,-0.801295,1.78853,-0.519571,-0.345957,0.570966,0.103506,-0.168995,0.250297
0.43,0.693002,0.0535618,1.20991,0.0536565,-0.230061,-0.201112,1.28697,0.126292,-1.03516,-0.56311,-0.840032,1.10586,-0.80601,1.87888,-0.477711,-0.370701,0.500448,0.099851,-0.195574,0.326149
0.432,0.783168,0.0377244,1.16167,0.0657305,-0.308667,-0.199525,1.37144,0.143741,-1.07257,-0.639093,-0.851513,1.05161,-0.870303,1.85339,-0.471215,-0.346777,0.463698,0.0833685,-0.21278,0.303551
0.434,0.729869,0.03887,1.18713,0.043078,-0.369976,-0.229546,1.38107,0.133771,-1.09353,-0.594922,-0.8513,1.10351,-0.929858,1.87757,-0.526997,-0.355325,0.460659,0.0952472,-0.230074,0.267916
0.436,0.797723,0.0893492,1.13968,-0.0248236,-0.399174,-0.202258,1.34476,0.0623836,-1.09413,-0.545262,-0.833322,1.06838,-0.94911,1.83308,-0.489605,-0.336734,0.382949,0.0754752,-0.196703,0.310943
0.438,0.841894,0.175212,1.10363,-0.031567,-0.380431,-0.191725,1.31916,0.0837768,-1.09306,-0.556517,-0.902696,1.05989,-0.971386,1.78725,-0.481035,-0.358523,0.354162,0.00700289,-0.20432,0.276378
0.44,0.849585,0.193171,1.04336,-0.0246715,-0.319154,-0.203683,1.32551,0.0606162,-1.1441,-0.53547,-0.918248,0.996033,-0.998273,1.85208,-0.473586,-0.422872,0.298969,0.0980835,-0.289264,0.291781
0.442,0.757787,0.190766,1.1373,-0.0480587,-0.20946,-0.148062,1.30927,0.156597,-1.15521,-0.577987,-0.886501,0.991967,-1.09246,1.81844,-0.46579,-0.432328,0.362827,0.131706,-0.190501,0.313104
0.444,0.726455,0.137031,1.17366,-0.0130983,-0.130896,-0.0937736,1.34583,0.180663,-1.12623,-0.511179,-0.901566,0.986146,-1.14876,1.87658,-0.373068,-0.42768,0.301465,0.187984,-0.120666,0.321567
0.446,0.756093,0.112023,1.18213,0.0306908,-0.146802,-0.177677,1.32121,0.228092,-1.12853,-0.554944,-0.93746,1.03486,-1.16284,1.88273,-0.350441,-0.365196,0.270373,0.13647,-0.150291,0.337222
0.448,0.767333,0.0257244,1.18722,-0.0237851,-0.218997,-0.179689,1.29814,0.181606,-1.05021,-0.514606,-0.956078,1.01972,-1.16442,1.87054,-0.298251,-0.451165,0.286383,0.0518818,-0.21066,0.307778
0.45,0.74761,-0.012058,1.25898,-0.0437243,-0.128447,-0.254698,1.37235,0.235113,-1.03149,-0.516611,-0.977901,1.00173,-1.24685,1.7506,-0.316313,-0.469812,0.252522,0.0899851,-0.163985,0.392712
0.452,0.711597,-0.0273672,1.34876,-0.0517441,-0.0746992,-0.25077,1.46728,0.232325,-0.911336,-0.484948,-1.00066,0.945843,-1.26982,1.71567,-0.285599,-0.469883,0.290089,0.122266,-0.116407,0.33786
0.454,0.718581,-0.0886854,1.30843,-0.0780431,-0.0955083,-0.24247,1.45398,0.203898,-1.00687,-0.44579,-0.991325,0.817461,-1.25062,1.76188,-0.301143,-0.421201,0.255299,0.178372,-0.202481,0.399869
0.456,0.686934,-0.0630949,1.29292,-0.103483,-0.0577407,-0.226339,1.42647,0.281904,-1.03531,-0.428654,-1.02071,0.856834,-1.16052,1.72859,-0.34331,-0.343458,0.269298,0.220934,-0.217455,0.369176
0.458,0.705477,-0.0770907,1.37908,-0.0363353,-0.0289868,-0.216982,1.43922,0.233551,-1.0669,-0.448232,-1.05252,0.872806,-1.21152,1.67601,-0.413462,-0.326727,0.260406,0.203607,-0.221077,0.419208
0.46,0.731421,-0.0877629,1.3261,-0.0993619,0.0435725,-0.263825,1.4459,0.229168,-1.09917,-0.495027,-1.07303,0.915005,-1.19719,1.63926,-0.415451,-0.253068,0.318476,0.257568,-0.235498,0.442696
0.462,0.681126,-0.0629744,1.35485,-0.101843,0.145372,-0.225993,1.48836,0.259709,-1.13743,-0.613271,-1.05601,0.946254,-1.24501,1.64675,-0.414977,-0.290055,0.259803,0.214429,-0.298985,0.433479
0.464,0.64899,-0.0531522,1.29936,-0.101315,0.190586,-0.221368,1.47349,0.284964,-1.06608,-0.604646,-1.13688,1.0012,-1.28688,1.66923,-0.337462,-0.298933,0.299654,0.191745,-0.296676,0.546665
0.466,0.578574,-0.117555,1.36501,-0.139637,0.248535,-0.256113,1.41127,0.189301,-1.03037,-0.542836,-1.1829,1.01288,-1.27159,1.60991,-0.292036,-0.301345,0.267428,0.185171,-0.287709,0.505131
0.468,0.574891,-0.101631,1.44675,-0.0921058,0.235956,-0.277834,1.31425,0.237546,-1.03676,-0.585273,-1.15755,1.05008,-1.30539,1.64482,-0.330194,-0.291628,0.283772,0.192116,-0.3087,0.545119
0.47,0.576335,-0.0846401,1.38002,-0.0818036,0.30439,-0.302752,1.32364,0.233773,-1.02072,-0.521815,-1.21272,1.04158,-1.31509,1.52665,-0.381539,-0.280231,0.326488,0.250069,-0.30612,0.587307
0.472,0.6121,-0.0318902,1.34255,-0.0751434,0.269288,-0.417868,1.38366,0.237849,-0.97679,-0.470734,-1.23499,1.07394,-1.30258,1.49439,-0.377908,-0.30161,0.400116,0.256793,-0.320545,0.61874
